Action2EMG5L,-1,-1,-1,1,0,1,0,-2,-1,-2,-2,1,-2,1,1,-10,-4,0,0,0,-8,1,-1,0,0,-1,0,-1,0,-1,-1,-1,-2,0,-2,1,-2,-3,-3,1,-3,0,-3,1,0
Action2EMG6L,0,0,0,-2,-1,-2,-1,-1,0,-4,-1,0,-1,5,5,-11,3,0,5,11,-22,4,-3,9,-2,-2,-1,-2,0,1,-2,2,-3,-3,-2,0,-3,-1,-3,-1,0,0,-1,-2,-2
Action2EMG7L,-2,-2,0,0,-2,0,-1,-2,-1,-1,-3,0,-13,-6,-36,-18,-4,-2,2,9,-7,2,-3,2,-1,0,0,-1,1,4,-2,-9,-6,2,-4,-1,-6,-1,0,-2,-3,-1,-1,0,-1
Action2EMG0R,-1,1,-1,2,0,-2,2,-10,2,-14,12,7,10,-11,11,-5,-4,-28,20,5,5,0,-11,-3,3,4,1,-7,-6,-2,-2,-1,0,-1,-6,-6,-7,0,0,-1,1,-2,1,0,0
Action2EMG1R,0,-1,2,2,0,-3,-1,-36,8,-13,-4,6,9,-12,1,3,-4,-10,4,3,-1,2,-5,1,3,6,2,-5,-3,-9,0,1,2,1,-1,-5,-2,3,0,-2,-3,-2,-1,1,-2
Action2EMG2R,0,-2,1,-1,0,0,0,-47,18,-80,-14,6,10,-9,0,-6,-2,-10,9,-2,-6,-1,-4,-2,0,11,3,-7,-2,-8,-3,-2,1,0,-2,-4,-3,0,1,-2,-2,-2,0,0,0
Action2EMG3R,-1,0,-2,-1,0,0,-1,-17,-29,-80,2,-11,3,-8,3,-9,-1,5,5,1,-12,-5,-1,-6,4,8,19,-5,-7,-10,-3,-2,-5,1,-1,-4,-1,-2,0,-1,-3,1,0,0,0
Action2EMG4R,-1,-1,2,1,0,1,-2,-10,73,-48,20,7,-9,-14,8,-20,-4,103,-27,14,-29,-33,31,-39,15,33,-3,-13,-9,0,0,-1,-3,1,-4,-4,-1,-3,-1,0,-1,0,0,-3,-1
Action2EMG5R,-3,-4,4,-3,-4,-3,-2,29,45,-12,-19,-1,3,-17,5,0,-11,44,19,38,-8,-8,9,-12,3,2,5,-6,-5,0,-5,1,3,-5,2,-8,-2,-1,-8,0,-1,0,0,0,1
Action2EMG6R,-1,-1,0,-1,-2,0,-2,-3,9,-19,1,8,4,-13,-1,17,-14,15,3,-4,4,3,1,-4,4,-4,0,21,-7,-5,0,-2,2,-5,-2,-9,-2,-2,-8,0,-2,0,4,0,-1
