FFT_EMG0R_P1,FFT_EMG0R_P2,FFT_EMG0R_P3,FFT_EMG4R_P1,FFT_EMG4R_P2,FFT_EMG4R_P3,FFT_ALY_P1,FFT_ALY_P2,FFT_ALY_P3,FFT_GLY_P1,FFT_GLY_P2,FFT_GLY_P3,FFT_GLZ_P1,FFT_GLZ_P2,FFT_GLZ_P3,PSD_EMG4L_P1,PSD_EMG4L_P2,PSD_EMG4L_P3,PSD_EMG0L_P1,PSD_EMG0L_P2,PSD_EMG0L_P3,PSD_EMG1L_P1,PSD_EMG1L_P2,PSD_EMG1L_P3,PSD_EMG3R_P1,PSD_EMG3R_P2,PSD_EMG3R_P3,PSD_EMG5L_P1,PSD_EMG5L_P2,PSD_EMG5L_P3,DWT_EMG5L_P1,DWT_EMG5L_P2,DWT_EMG5L_P3,DWT_EMG0R_P1,DWT_EMG0R_P2,DWT_EMG0R_P3,DWT_EMG4R_P1,DWT_EMG4R_P2,DWT_EMG4R_P3,DWT_OYR_P1,DWT_EMG4R_P2,DWT_EMG4R_P3,DWT_EMG4L_P1,DWT_EMG4L_P2,DWT_EMG4L_P3,RMS_GRX,RMS_GRY,RMS_GLZ,RMS_GRZ,RMS_ALX,STD_EMG5L,STD_EMG6L,STD_EMG7L,STD_EMG4L,STD_EMG0R
1.15556,0.375603,0.358698,0.666667,0.523835,0.478002,0.66748,0.238367,0.0655415,17.742,16.3155,9.90934,17.742,16.3155,9.90934,15.2344,15.2344,15.2343,23.2497,23.2497,23.2497,16.3835,16.3835,16.3835,3.11657,3.11651,3.11634,16.6962,16.6962,16.6961,23.5248,14.3912,12.8781,0.187589,0.0216736,-0.500206,0.904712,0.721983,0.226272,9.59803,9.59466,9.59101,10.7719,9.95871,9.61285,5.99052,5.99052,26.2829,5.99052,0.69003,7.64523,7.0214,19.9374,7.37509,0.824499
0.888889,0.525889,0.469805,0.977778,0.648473,0.396504,0.637001,0.227973,0.0724211,22.3223,13.0895,11.1541,22.3223,13.0895,11.1541,18.1061,18.1061,18.106,29.2337,29.2336,29.2336,15.5082,15.5082,15.5081,6.05236,6.0523,6.05213,20.6552,20.6552,20.6551,22.7807,16.7265,13.002,0.690883,-0.312617,-0.358747,1.31396,0.289896,0.228274,9.42396,9.40572,9.2842,29.1668,18.2638,10.9228,7.20071,7.20071,27.3605,7.20071,0.691543,13.3321,5.40454,10.3252,9.47714,0.831817
1.04444,0.0888889,0.0888889,1.04444,0.222222,0.216741,0.64579,0.20177,0.0710448,20.4035,18.1114,15.4216,20.4035,18.1114,15.4216,15.5821,15.5821,15.5821,22.973,22.973,22.9729,14.8758,14.8758,14.8757,3.01066,3.0106,3.01043,16.1054,16.1054,16.1052,1.06894,0.20144,-0.00668974,-1.22662,-1.40161,-1.41421,-0.383666,-1.19616,-1.41421,9.09611,9.09453,9.09397,24.302,0.86301,0.012604,0.790789,0.790789,29.776,0.790789,0.699211,10.5972,4.39835,11.5679,9.63223,0.208409
11.5026,9.79214,9.09623,8.43003,7.18487,6.8664,0.323275,0.012176,0.0105495,2.62485,1.87061,1.78564,2.62485,1.87061,1.78564,6.66345,6.66339,6.66322,7.21023,7.21023,7.2102,15.7862,15.7861,15.7861,19.1429,19.1428,19.1428,0.028801,0.0287411,0.0285613,1.63255,1.4077,0.686541,48.5404,28.8054,26.4838,22.3277,12.1043,11.777,9.44306,9.44266,9.44017,3.07056,3.03441,1.86927,22.2458,22.2458,4.11261,22.2458,0.936463,1.63608,3.40187,1.82353,1.50487,22.6543
9.79812,9.3948,7.52431,10.5192,10.2539,8.89481,0.323796,0.0117175,0.00975996,2.38273,1.95923,1.91678,2.38273,1.95923,1.91678,4.04386,4.04383,4.04377,2.23747,2.23744,2.23742,7.77832,7.77831,7.77827,26.9178,26.9178,26.9178,6.32304,6.32301,6.32291,0.501724,0.475412,0.00274199,25.5121,13.2241,11.4107,50.4709,38.938,31.589,9.26037,9.23567,9.22048,1.21239,0.38367,0.352607,20.3153,20.3153,4.35223,20.3153,0.937302,1.18705,2.37559,2.3002,1.60806,18.4896
12.52111,11.6389,11.0045,16.89167,15.45134,15.31483,0.3131402,0.009697044,0.008746312,3.295699,2.865035,2.503623,3.295699,2.865035,2.503623,4.667657,4.667596,4.667413,4.778279,4.7782,4.777964,10.10226,10.1022,10.10202,28.15384,28.15383,28.15379,-2.515482,-2.515589,-2.515908,1.252947,1.089004,0.4053396,56.71306,38.87292,33.36388,112.2672,55.46364,53.10998,8.980932,8.952011,8.942318,1.658035,1.074838,0.5042214,26.95462,26.95462,5.87997,26.95462,0.9391065,1.233784,2.065102,1.85238,1.397328,25.95651
11.8877,9.03411,7.28143,7.96383,6.08301,5.62262,0.285449,0.0095443,0.00867094,1.77091,1.73395,1.48288,1.77091,1.73395,1.48288,-0.521652,-0.521658,-0.521686,1.82987,1.8298,1.8296,0.782566,0.782558,0.782494,21.8843,21.8843,21.8843,1.11832,1.11829,1.1182,1.10655,0.67405,0.670535,50.9637,25.9923,22.9532,27.2315,24.714,10.908,8.78633,8.72397,8.70579,0.617197,0.570778,0.447417,22.7178,22.7178,3.41133,22.7178,0.954065,1.17551,1.46405,1.45053,1.22763,18.6596
14.6476,11.1983,10.6114,14.0636,11.3688,9.85529,0.320247,0.0228952,0.0218631,3.31002,1.37499,1.29436,3.31002,1.37499,1.29436,-1.61802,-1.61811,-1.61838,5.49425,5.49421,5.49407,4.93246,4.93243,4.93232,29.228,29.228,29.228,6.76029,6.76024,6.7601,1.36265,0.330351,-0.582995,92.1569,33.9412,31.0222,62.3693,36.7072,28.7763,8.45339,8.42237,8.40577,0.7645,0.0061817,-0.354857,30.0056,30.0056,3.76738,30.0056,0.925806,1.37179,1.97023,1.50151,1.04447,26.0005
11.2626,9.94241,8.95364,12.3853,11.9435,11.6687,0.331055,0.0143711,0.00827237,3.34236,3.22884,3.06232,3.34236,3.22884,3.06232,5.74521,5.74515,5.74497,0.567122,0.567115,0.567059,3.08947,3.08942,3.08928,27.8356,27.8356,27.8355,3.95289,3.95284,3.95269,0.0518049,-0.363119,-0.397096,18.1298,18.0539,16.9821,39.688,30.7607,11.11,8.26862,8.22129,8.21287,0.730535,0.118542,0.0504159,20.8406,20.8406,6.79785,20.8406,0.937421,0.990867,1.95866,1.31809,1.12052,20.0381
15.2191,12.2814,11.7951,8.94945,7.04211,6.44437,0.350998,0.00647218,0.00531234,1.65915,1.42386,1.24827,1.65915,1.42386,1.24827,4.46258,4.46252,4.46235,1.6279,1.62785,1.62772,1.08959,1.08953,1.08935,27.8576,27.8576,27.8575,6.67223,6.67218,6.67203,1.67316,1.25335,0.769435,40.9504,25.1877,21.5153,59.4986,30.4143,11.6496,8.03229,8.01805,8.00476,0.139668,0.0114468,-0.40457,20.2978,20.2978,2.89628,20.2978,0.929046,1.64593,1.83347,1.35885,1.21023,28.7546
